year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2008,COBAS TaqScreen MPX Test,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm176438.htm,"Human Immunodeficiency Virus Type 1 (HIV-1) Group M RNA, HIV-1 Group O RNA, Human Immunodeficiency Virus Type 2 (HIV-2) RNA, Hepatitis C Virus (HCV) RNA and Hepatitis B Virus (HBV) DNA Assay","For the qualitative detection of Human Immunodeficiency Virus Type 1 (HIV-1) Group M RNA, HIV-1 Group O RNA, Human Immunodeficiency Virus Type 2 (HIV-2) RNA, Hepatitis C Virus (HCV) RNA and Hepatitis B Virus (HBV) DNA in human plasma.",125255/0,"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc. 4300 Hacienda Drive Pleasanton , CA 94588-2722 License 1636",1636,2008-12-30,211
2009,RiaSTAP,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089277.htm,Fibrinogen Concentrate (Human),For the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency (afibrinogenemia and hypofibrinogenemia).,125317/0,CSL Behring GmbH,"CSL Behring GmbH             1020 First Avenue             King of Prussia , PA 19406-0901             License 1765",1765,2009-01-16,212
2009,ATryn,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm134042.htm,Antithrombin (Recombinant),"For the prevention of peri-operative and peri-partum thromboembolic events, in hereditary antithrombin deficient patients.",125284/0,"GTC Biotherapeutics, Inc.","GTC Biotherapeutics, Inc.             175 Crossing Blvd.             Framingham , MA 01702             License 1794",1794,2009-02-06,213
2009,IXIARO,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179132.htm,"Japanese Encephalitis Vaccine, Inactivated, Adsorbed",For the prevention of disease caused by Japanese encephalitis virus in persons 17 years of age and older,125280/0,Intercell AG,"Intercell AG             Campus Vienna Biocenter 2             1030 Vienna, Austria             License 1790",1790,2009-03-30,214
2009,Red Blood Cells,,,Shared manufacturing agreement with The Blood Center to freeze and deglycerolize red cells.,125292/0,Medical Center of Louisiana,"Medical Center of Louisiana             2021 Perdido St.             New Orleans, LA 70112-1396             License 1800",1800,2009-05-28,215
2009,Source Plasma,,,New manufacturer of source plasma.,125339/0,"Octapharma Plasma, Inc.","Octapharma Plasma, Inc.             736 Park North Blvd.             Clarkston, GA 30021             License 1817",1817,2009-05-28,216
2009,Hiberix,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm179527.htm,Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate ),Active immunization as a booster dose for the prevention of invasive disease caused by Haemophilus influenzae type b. HIBERIX is approved for use in children 15 months through 4 years of age (prior to fifth birthday).,125347/0,GlaxoSmithKline Biologicals,GlaxoSmithKline Biologicals             Rue de l'Institut 89             B1330 Rixensart              Belgium             License 1617,1617,2009-08-19,217
2009,Gammaplex,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm182874.htm,Immune Globulin Intravenous (Human),Treatment of patients with primary humoral immunodeficiency (PI),125329/0,Bio Products Laboratory,"Bio Products Laboratory             Dagger Lane             Elstree             Hertfordshire, United Kingdom  WE6 3BX",,2009-09-17,218
2009,ABBOTT PRISM HIV O Plus,,"             Human Immunodeficiency Virus Types 1 and 2 (E. coli, B. megaterium, Recombinant) Antigen and Synthetic Peptide",Detect antibodies to HIV-1 (anti-HIV-1) Groups M and O and/or antibodies to HIV-2 ( anti-HIV-2) in human serum and plasma specimens,125318/0,Abbott Laboratories,"Abbott Laboratories             D-49C, AP6C/2             100 Abbott Park Rd             Abbott Park, IL 60064             License 0043",0043,2009-09-18,219
2009,Berinert,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm186264.htm,C1 Esterase Inhibitor (Human),For the treatment of acute abdominal or facial attacks of hereditary angioedema (HAE) in adult and adolescent patients,125287/0,CSL Behring GmbH,"CSL Behring GmbH 1020 First Avenue             King of Prussia , PA 19406-0901             License 1765",1765,2009-10-09,220
2009,Anti-D (Monoclonal Blend),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Licensure of Anti-D (Monoclonal Blend) from the cell lines LDM3/ESD1,125314/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,221
2009,Anti-D (Monoclonal)(IgM Blend),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Licensure of Anti-D (Monoclonal) (IgM Blend) from the cell lines LDM1/ESD1-M,125313/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,222
2009,Anti-Lub (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Licensure of Anti-Lub (Murine Monoclonal) from the cell line LU2,125312/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,223
2009,Anti-Leb (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Licensure of Anti-Leb (Murine Monoclonal) from the cell line LEB2,125311/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,224
2009,Cervarix,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm186957.htm,"Human Papillomavirus Bivalent (Types 16 and 18) Vaccine, Recombinant","Prevention of cervical cancer, cervical intraepithelial neoplasia (CIN) grade 2 or worse and adenocarcinoma in situ, and cervical intraepithelial neoplasia (CIN) grade 1, caused by oncogenic human papillomavirus (HPV) types 16 and 18, in females 10-25 years of age.",125259/0,GlaxoSmithKline Biologicals,GlaxoSmithKline Biologicals             Rue de l'Institut 89             B1330 Rixensart             Belgium             License 1617,1617,2009-10-16,225
2009,Anti-M (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-M (Murine Monoclonal) from the cell line LM1,125308/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,226
2009,Anti-k (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-k (Murine Monoclonal) from the cell line LKL1,125307/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,227
2009,Anti-c (Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-c (Monoclonal) from the cell line H48,125306/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,228
2009,Anti-E (Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-E (Monoclonal) from the cell line DEM1,125305/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,229
2009,Anti-D (Monoclonal) (IgM),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,"Manufacture of Blood Grouping Reagent, Anti-D (Monoclonal) (IgM) from the cell line LDM1 and Anti-D (Monoclonal) (IgM) from the cell line LDM3",125304/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,230
2009,"Anti-A,B (Murine Monoclonal)",https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,"Manufacture of Anti-A,B (Murine Monoclonal) from the cell lines LA2/LB3/ES15",125303/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,231
2009,ALBAclone Anti-B,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,Anti-B (Murine Monoclonal),Manufacture of Anti-B (Murine Monoclonal) from the cell line LB3,125302/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT             United Kingdom             License 1807,1807,2009-10-16,232
2009,ALBAclone,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,Anti-A (Murine Monoclonal),Manufacture of Anti-A (Murine Monoclonal) from the cell line LA2,125301/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,233
2009,Anti-N (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-N (Murine Monoclonal) from the cell line LN3,125309/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,234
2009,Anti-Lea (Murine Monoclonal),https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm191407.htm,,Manufacture of Anti-Lea (Murine Monoclonal) from the cell line LEA2,125310/0,Alba Bioscience Limited Ellen's Glen Rd,Alba Bioscience Limited Ellen's Glen Rd             Edinburgh EH17 7QT              United Kingdom             License 1807,1807,2009-10-16,235
2009,Agriflu,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm192126.htm,Influenza Virus Vaccine,Active immunization of adults 18 years of age and older against influenza disease caused by influenza virus subtypes A and type B present in the vaccine,125297/0,"Novartis Vaccines and Diagnostics, Inc.","Novartis Vaccines and Diagnostics, Inc.             350 Massachusetts Avenue             Cambridge, MA 02139-4182             License No. 1751",No. 1751,2009-11-27,236
2009,Wilate,https://wayback.archive-it.org/7993/20170112095236/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm193123.htm,von Willebrand Factor/Coagulation Factor VIII Complex (Human),Treatment of spontaneous or trauma-induced bleeding episodes in patients with severe von Willebrand disease (VWD) as well as patients with mild or moderate VWD in whom the use of desmopressin is known or suspected to be ineffective or contraindicated,125251/0,Octapharma Pharmazeutika Produktionsges.m.b.H.,Octapharma Pharmazeutika Produktionsges.m.b.H.             Oberlaaer Strasse 235             A-1100 Vienna Austria             License 1646,1646,2009-12-04,237
2010,Menveo,https://wayback.archive-it.org/7993/20170112095230/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm201342.htm,"Meningococcal [Groups A, C, Y, and W-135] Oligosaccharide Diphtheria CRM197 Conjugate Vaccine","For active immunization to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135 when administered to individuals 11 through 55 years of age.",125300/0,"Novartis Vaccines and Diagnostics, Inc","Novartis Vaccines and Diagnostics, Inc             4560 Horton St Emeryville, CA 94608-2916             License 1751",1751,2010-02-19,238
2010,Prevnar 13,https://wayback.archive-it.org/7993/20170112095230/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm201667.htm,Pneumococcal 13-valent Conjugate Vaccine (Diphtheria CRM197 Protein),"For active immunization for the prevention of invasive disease caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F, for use in children 6 weeks through 5 years of age; For the prevention of otitis media caused by Streptococcus pneumoniae serotypes 4, 6B, 9V, 14, 18C, 19F and 23F.",125324/0,"Wyeth Pharmaceuticals, Inc","Wyeth Pharmaceuticals, Inc             401 North Middleton Road             Pearl River, NY 10965             License 0003",0003,2010-02-24,239
2010,Hizentra,https://wayback.archive-it.org/7993/20170112095230/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm202630.htm,"             Immune Globulin Subcutaneous (Human), 20% Liquid",Treatment of primary immunodeficiency (PI),125350/0,CSL Behring AG,"CSL Behring AG             1020 First Ave.             P.O. Box 61501             King of Prussia, PA 19406-0901             License 1766",1766,2010-03-04,240
2010,Fibrinogen (For Further Manufacturing Use),,,Fibrinogen (Human) active substance supplied by CSL Behring for further manufacturing of Fibrin Sealant Patch by Nycomed.,125356/0,CSL Behring GmbH,"CSL Behring GmbH             1020 First Ave             P.O. Box 61501             King of Prussia, PA 19406             License 1765",1765,2010-04-02,241
2010,Thrombin (Human) (For Further Manufacturing Use),,,Thrombin (Human) active substance supplied by CSL Behring for further manufacturing of Fibrin Sealant Patch by Nycomed.,125357/0,CSL Behring,"CSL Behring             GmbH             1020 First Ave             P.O. Box 61501             King of Prussia, PA 19406             License 1765",1765,2010-04-02,242
2010,TachoSil,https://wayback.archive-it.org/7993/20170112095230/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm207482.htm,             Fibrin Sealant Patch,"Fibrin sealant patch indicated for use as an adjunct to hemostasis in cardiovascular surgery when control of bleeding by standard surgical techniques, such as suture, ligature or cautery, is ineffective or impractical.",125351/0,Nycomed,Nycomed             Danmark ApS             Langebjerg 1             DK-4000             Roskilde             Denmark             License 1825,1825,2010-04-05,243
2010,Provenge,https://wayback.archive-it.org/7993/20170112095230/http://www.fda.gov/BiologicsBloodVaccines/CellularGeneTherapyProducts/ApprovedProducts/ucm210012.htm,Sipuleucel-T,Treatment of men with asymptomatic or minimally symptomatic metastatic castrate resistant (hormone refractory) prostate cancer.,125197/0,Dendreon Corp,"Dendreon Corp             3005 First Ave             Seattle, WA             98121             License 1749",1749,2010-04-29,244
